"accelRating","age","agilityRating","awareRating","bCVRating","bigHitTrait","birthDay","birthMonth","birthYear","blockShedRating","breakSackRating","breakTackleRating","cITRating","capHit","capReleaseNetSavings","capReleasePenalty","carryRating","catchRating","changeOfDirectionRating","clutchTrait","college","confRating","contractBonus","contractLength","contractSalary","contractYearsLeft","coverBallTrait","dLBullRushTrait","dLSpinTrait","dLSwimTrait","desiredBonus","desiredLength","desiredSalary","devTrait","draftPick","draftRound","dropOpenPassTrait","durabilityGrade","experiencePoints","feetInBoundsTrait","fightForYardsTrait","finesseMovesRating","firstName","forcePassTrait","hPCatchTrait","height","highMotorTrait","hitPowerRating","homeState","homeTown","impactBlockRating","injuryLength","injuryRating","injuryType","intangibleGrade","isActive","isFreeAgent","isOnIR","isOnPracticeSquad","jerseyNum","jukeMoveRating","jumpRating","kickAccRating","kickPowerRating","kickRetRating","lBStyleTrait","lastName","leadBlockRating","legacyScore","manCoverRating","passBlockFinesseRating","passBlockPowerRating","passBlockRating","penaltyTrait","physicalGrade","playActionRating","playBallTrait","playRecRating","playerBestOvr","playerSchemeOvr","portraitId","posCatchTrait","position","powerMovesRating","predictTrait","presentationId","pressRating","productionGrade","pursuitRating","qBStyleTrait","reSignStatus","releaseRating","rookieYear","rosterId","routeRunDeepRating","routeRunMedRating","routeRunShortRating","runBlockFinesseRating","runBlockPowerRating","runBlockRating","runStyle","scheme","sensePressureTrait","sizeGrade","skillPoints","specCatchRating","speedRating","spinMoveRating","staminaRating","stiffArmRating","strengthRating","stripBallTrait","tackleRating","teamId","teamSchemeOvr","throwAccDeepRating","throwAccMidRating","throwAccRating","throwAccShortRating","throwAwayTrait","throwOnRunRating","throwPowerRating","throwUnderPressureRating","tightSpiralTrait","toughRating","truckRating","weight","yACCatchTrait","yearsPro","zoneCoverRating","id","team","signatureSlotList"
86,24,74,58,45,0,21,9,1995,67,12,30,42,0,0,0,47,44,64,0,"North Carolina",50,0,0,0,0,3,1,1,1,0,1,750000,0,0,64,0,0,205,0,0,63,"Malik",2,0,75,1,75,45,"Alexandria",77,0,86,97,62,true,false,false,true,53,44,80,20,24,15,0,"Carney",17,0,38,45,45,45,1,80,6,1,55,62,62,9414,0,"ROLB",68,0,20573,24,0,78,0,11,17,2017,553910642,7,11,21,45,45,45,13,14,1,99,1,38,80,33,77,34,79,1,76,1010302976,62,6,6,30,6,0,6,26,13,0,84,43,231,0,2,48,"553910642","49ers",
90,24,84,64,38,0,10,12,1995,64,12,18,32,2250000,1950000,900000,43,48,72,0,"Georgia",50,900000,3,5850000,3,4,1,0,1,0,0,0,0,14,19,0,0,5870,0,0,74,"Lorenzo",2,0,77,0,79,9,"Norcross",73,0,89,97,67,true,false,false,false,59,48,86,17,17,10,2,"Carter",22,14,57,45,45,45,2,84,6,1,60,73,73,8840,0,"ROLB",64,0,13156,46,0,83,0,11,15,2017,553910654,3,6,13,45,45,45,3,11,1,99,0,28,88,40,79,28,74,1,80,1010302976,67,6,6,21,6,0,6,20,16,0,86,33,250,0,2,64,"553910654","49ers",
89,22,82,67,75,0,1,4,1998,46,21,72,83,0,0,0,75,84,81,0,"Wisconsin",50,0,0,0,0,4,0,0,0,0,1,1080000,0,0,64,0,0,900,1,1,26,"Quintez",2,1,73,1,39,9,"Macon",43,0,88,97,60,true,false,false,true,87,74,89,14,17,35,1,"Cephus",30,0,40,18,20,26,1,85,14,1,28,67,67,207,0,"WR",23,0,20946,29,0,52,2,11,71,2020,553910666,67,67,68,22,35,46,3,3,1,81,0,79,87,73,79,58,68,0,41,1010302976,60,10,15,32,20,0,17,28,18,0,83,49,202,1,0,43,"553910666","49ers",
80,24,59,65,13,0,28,3,1996,26,12,8,15,1320000,1320000,0,28,29,52,0,"Michigan",49,0,1,1320000,1,4,0,0,0,0,0,0,0,0,64,0,0,3525,0,0,10,"Mason",2,0,77,1,20,8,"Tarpon Springs",81,0,93,97,63,true,false,false,false,54,13,71,16,19,10,1,"Cole",80,10,7,70,67,69,1,79,6,1,21,63,63,8851,0,"C",10,0,13318,10,0,18,0,0,15,2017,553910712,5,5,15,73,68,72,5,0,1,99,0,15,64,14,86,28,81,0,26,1010302976,63,6,6,30,6,0,6,17,10,0,88,50,292,0,2,12,"553910712","49ers",
78,23,64,58,33,0,20,5,1997,71,12,24,18,0,0,0,26,42,60,0,"Maryland",50,0,0,0,0,3,1,1,1,0,1,680000,0,0,64,0,0,1581,0,0,69,"Byron",2,0,75,1,80,8,"Tampa",83,0,85,97,60,true,false,false,true,99,31,74,12,16,10,0,"Cowart",18,0,21,45,45,45,1,78,9,1,62,63,63,9423,0,"DT",67,0,20440,25,0,76,0,11,15,2018,553910761,4,8,15,45,45,45,3,20,1,96,0,15,67,21,71,34,84,0,73,1010302976,60,9,9,30,9,0,9,20,17,0,85,32,300,0,1,28,"553910761","49ers",
91,23,89,54,72,0,26,12,1996,53,12,57,58,0,0,0,70,64,87,0,"Auburn",50,0,0,0,0,2,0,0,0,0,1,610000,0,0,64,0,0,0,0,0,40,"Javaris",2,0,68,1,53,8,"Jacksonville",49,0,84,97,63,true,false,false,true,46,77,85,26,26,60,2,"Davis",15,0,63,35,35,40,0,88,6,2,58,63,63,239,0,"CB",30,0,21354,64,0,72,0,11,39,2020,553910823,15,32,44,35,35,35,8,20,1,99,0,68,93,70,92,40,53,0,58,1010302976,63,6,6,36,6,0,6,36,10,0,80,25,183,0,0,61,"553910823","49ers",
82,29,73,84,35,0,5,1,1991,40,12,15,30,1750000,1550000,600000,45,40,56,0,"Central Michigan",49,600000,3,4650000,3,4,0,0,0,0,0,0,0,14,23,0,0,3877,0,0,39,"Eric",2,0,79,1,35,21,"Rochester",81,0,91,97,74,true,false,false,false,72,28,71,11,21,10,1,"Fisher",84,262,12,76,72,75,1,85,6,1,30,74,74,5796,0,"LT",35,0,915,10,0,35,0,11,30,2012,553911025,6,10,20,78,74,77,5,3,1,99,0,25,68,25,94,44,88,0,43,1010302976,74,6,6,19,6,0,6,29,14,0,86,39,315,0,7,12,"553911025","49ers",
87,29,87,89,32,0,19,3,1991,70,12,21,15,4000000,3000000,4000000,50,45,70,0,"Auburn",50,4000000,4,12000000,4,4,0,1,1,0,0,0,1,14,7,0,0,13761,0,0,87,"Dee",2,0,74,1,76,0,"Odenville",77,0,86,97,85,true,false,false,false,95,40,85,12,14,10,0,"Ford",17,778,53,45,45,45,0,86,6,1,82,85,85,6418,0,"LE",83,0,10861,20,0,87,0,11,30,2013,553911045,5,5,15,45,45,45,5,14,1,97,0,20,85,60,83,35,84,1,80,1010302976,85,6,6,19,6,0,6,25,16,0,86,28,252,0,6,64,"553911045","49ers",
84,25,77,69,37,0,12,9,1994,60,12,18,31,1250000,1150000,200000,44,35,67,0,"Colorado State",50,200000,2,2300000,2,4,1,0,0,0,0,0,0,14,29,0,0,5771,0,0,52,"Morgan",2,0,75,1,77,5,"Fountain",82,0,91,97,70,true,false,false,false,93,28,84,14,18,13,0,"Fox",12,1,24,45,44,45,1,80,6,1,66,70,70,8325,0,"RE",73,0,12512,13,0,78,0,11,16,2015,553911061,8,12,19,45,45,45,12,11,1,95,0,28,75,17,77,34,84,0,81,1010302976,70,6,6,21,6,0,6,23,15,0,90,33,275,0,4,29,"553911061","49ers",
83,25,75,61,66,0,17,2,1995,29,16,66,78,500000,500000,0,77,77,66,0,"Wisconsin",50,0,1,500000,1,4,0,0,0,0,0,0,0,14,43,1,0,3692,1,1,10,"Troy",2,1,77,1,25,12,"Aurora",67,0,80,97,65,true,false,false,false,85,67,81,13,18,10,1,"Fumagalli",58,0,12,54,51,54,1,74,6,1,22,66,66,8896,1,"TE",10,0,13237,10,0,30,0,0,61,2017,553911084,61,68,70,57,53,56,3,6,1,97,0,80,78,60,79,67,68,0,20,1010302976,65,6,10,22,15,0,10,27,15,0,86,69,247,0,2,17,"553911084","49ers",
92,24,89,52,63,0,18,9,1995,54,15,41,56,0,0,0,63,67,83,0,"Iowa",50,0,0,0,0,2,0,0,0,0,1,680000,0,14,55,0,0,80,0,0,52,"Jake",2,0,73,1,77,14,"Davenport",64,0,87,97,62,true,false,false,true,39,69,89,17,18,35,1,"Gervase",22,0,61,35,35,35,1,85,6,2,49,62,62,296,0,"FS",44,0,20800,65,0,73,0,11,25,2018,553911123,10,10,20,35,35,35,3,20,1,98,0,63,87,56,90,56,68,0,67,1010302976,62,6,6,25,6,0,6,24,15,0,86,42,212,0,1,68,"553911123","49ers",
86,24,88,82,77,0,3,10,1995,32,13,68,80,2500000,2150000,1400000,78,85,75,0,"Penn State",50,1400000,4,8600000,4,4,0,0,0,0,0,0,1,21,14,0,0,7489,1,1,10,"Mike",2,1,78,1,38,29,"Lakewood",66,0,88,97,77,true,false,false,false,88,79,94,14,18,15,1,"Gesicki",58,252,10,55,51,56,1,81,6,1,20,79,79,8900,1,"TE",10,0,13192,17,0,37,0,11,69,2017,553911124,69,71,78,53,49,53,13,6,1,97,0,85,83,68,85,75,78,0,30,1010302976,77,6,10,22,15,0,10,23,15,0,86,76,250,1,2,15,"553911124","49ers",
91,35,89,75,91,0,12,4,1985,39,22,80,78,500000,500000,0,74,80,82,0,"Ohio State",50,0,1,500000,1,4,0,0,0,0,0,0,0,21,44,1,0,11915,1,0,10,"Ted",2,0,71,0,25,34,"Cleveland",40,0,89,97,71,true,false,false,false,19,90,86,15,13,85,1,"Ginn Jr",20,664,10,19,19,25,2,86,6,1,26,75,75,1246,1,"WR",10,0,27907,30,0,43,0,0,73,2006,553911139,82,80,78,31,36,53,3,4,1,79,0,82,91,86,83,32,45,0,35,1010302976,71,6,10,45,15,0,10,41,24,0,64,40,180,1,13,20,"553911139","49ers",
82,30,84,73,83,0,12,2,1990,17,79,72,62,1750000,1550000,600000,56,67,81,0,"Baylor",50,600000,3,4650000,3,4,0,0,0,0,0,0,0,14,25,0,0,4794,0,0,10,"Robert",2,0,74,1,22,42,"Copperas Cove",32,0,78,97,66,true,false,false,false,3,78,85,22,19,25,1,"Griffin III",39,1006,27,16,20,28,1,86,80,1,22,66,66,5198,0,"QB",10,0,11210,15,0,27,1,11,61,2011,553911203,30,40,50,36,37,44,3,0,1,89,0,43,85,77,74,54,55,0,35,1010302976,66,71,68,75,79,0,81,87,80,1,86,41,213,0,8,31,"553911203","49ers",
91,26,88,71,69,0,16,5,1994,72,12,29,36,1750000,1550000,600000,66,62,77,0,"Eastern Illinois",50,600000,3,4650000,3,3,0,0,0,0,0,0,0,21,24,0,0,4476,1,0,58,"Kamu",2,0,74,1,81,10,"Papakolea",75,0,92,97,71,true,false,false,false,51,66,87,52,85,35,0,"Grugier-Hill",15,292,66,45,45,23,1,84,6,1,72,71,71,8029,0,"MLB",52,0,17852,65,0,82,0,11,25,2015,553911213,6,10,20,45,45,34,1,13,1,99,0,39,89,57,88,58,72,0,80,1010302976,71,6,6,23,6,0,6,29,10,0,92,53,230,0,4,66,"553911213","49ers",
71,23,59,72,13,0,29,4,1997,34,12,8,15,1150000,1150000,0,28,29,51,0,"Oregon",50,0,1,1150000,1,4,0,0,0,0,0,0,0,0,64,0,0,1320,0,0,21,"Jake",2,0,76,1,20,4,"Eureka",80,0,93,97,59,true,false,false,false,56,13,71,16,19,10,1,"Hanson",81,7,7,67,64,66,1,81,6,1,31,59,59,325,0,"C",24,0,21295,10,0,29,0,0,15,2020,553911248,5,5,15,64,62,63,5,0,1,99,0,15,56,14,86,28,85,0,35,1010302976,59,6,6,30,6,0,6,17,10,0,88,25,303,0,0,12,"553911248","49ers",
89,26,90,85,66,0,9,3,1994,61,16,59,61,6000000,4500000,7500000,57,64,89,0,"Ole Miss",48,7500000,5,22500000,5,4,0,0,0,0,0,0,1,14,5,0,0,11068,0,0,28,"Mike",2,0,69,1,36,9,"Fayetteville",42,0,87,97,82,true,false,false,false,28,75,81,10,11,69,1,"Hilton",12,29,81,23,23,16,1,86,18,1,89,82,82,9203,0,"CB",37,0,12981,78,0,83,0,11,24,2015,553911356,12,19,29,15,15,26,6,13,1,99,0,63,87,71,86,46,65,0,65,1010302976,82,17,20,22,26,0,19,22,11,0,80,31,184,0,4,86,"553911356","49ers",
84,23,67,52,10,0,5,12,1996,10,12,5,10,500000,500000,0,40,35,63,0,"Syracuse",50,0,1,500000,1,4,0,0,0,0,0,0,0,14,53,0,0,3432,0,0,10,"Sterling",2,0,70,1,12,8,"Valrico",15,0,81,97,66,true,false,false,false,6,10,69,75,93,10,1,"Hofrichter",15,16,10,15,15,20,1,93,20,1,15,69,69,363,0,"P",10,0,21313,10,0,25,0,0,12,2020,553911366,10,10,10,15,15,20,10,6,1,90,0,12,74,10,80,10,43,0,38,1010302976,66,22,25,45,28,0,20,35,24,0,57,10,196,0,0,25,"553911366","49ers",
88,24,89,67,46,0,30,6,1996,74,12,41,45,2000000,1750000,750000,60,60,76,0,"North Carolina",49,750000,3,5250000,3,3,0,0,0,0,0,0,0,21,20,0,0,574,0,0,46,"Cole",2,0,73,1,76,8,"New Smyrna Beach",70,0,91,97,69,true,false,false,false,57,33,80,35,18,10,2,"Holcomb",20,7,58,45,45,45,2,83,6,1,70,73,73,0,0,"LOLB",54,0,20731,50,0,83,0,11,30,2018,553911369,21,25,30,45,45,45,3,13,1,98,0,47,87,26,87,23,72,1,81,1010302976,69,6,6,29,6,0,6,27,12,0,85,32,240,0,1,63,"553911369","49ers",
89,22,90,64,66,0,23,6,1998,53,10,48,62,500000,500000,0,62,73,89,0,"UCLA",50,0,1,500000,1,2,0,0,0,0,0,0,0,21,48,0,0,3904,0,0,45,"Darnay",2,0,70,1,57,4,"Pasadena",51,0,84,97,67,true,false,false,false,33,74,87,14,16,78,2,"Holmes",18,1,68,35,35,35,1,88,6,2,64,67,67,365,0,"CB",36,0,21006,68,0,77,0,0,40,2020,553911378,47,51,55,35,35,35,8,11,1,99,0,72,91,68,90,42,56,0,56,1010302976,67,6,6,35,6,0,6,29,10,0,92,33,195,0,0,64,"553911378","49ers",
76,37,60,95,10,0,5,7,1983,25,12,9,15,2250000,1950000,900000,40,31,49,0,"Nebraska",49,900000,3,5850000,3,4,0,0,0,0,0,0,1,21,18,0,0,33686,0,0,10,"Richie",2,0,75,1,25,2,"Glendale",90,0,89,97,87,true,false,false,false,64,10,50,9,8,10,1,"Incognito",92,1762,17,83,86,84,0,90,6,1,25,90,90,4695,0,"LG",10,0,26622,15,0,25,0,11,15,2004,553911443,5,5,15,88,92,90,5,0,1,92,0,15,70,10,87,10,94,0,25,1010302976,87,6,6,10,6,0,6,14,15,0,97,10,325,0,15,12,"553911443","49ers",
84,27,71,96,15,0,28,4,1993,90,12,10,15,8000000,6000000,10000000,40,30,64,0,"Clemson",49,10000000,5,30000000,5,4,1,0,0,0,0,0,2,21,4,0,0,10425,0,0,76,"Grady",2,0,72,1,86,9,"Conyers",88,0,84,97,90,true,false,false,false,97,10,81,25,25,10,0,"Jarrett",37,1270,25,45,45,45,1,83,6,1,94,90,90,7185,0,"DT",93,0,2549,15,0,89,0,11,15,2014,553911494,3,7,15,45,45,45,5,11,1,93,0,15,70,10,82,35,89,0,85,1010302976,90,6,6,26,6,0,6,26,18,0,82,20,305,0,5,29,"553911494","49ers","[{""isEmpty"":false,""locked"":false,""ovrThreshold"":70,""signatureAbility"":{""abilityGUID"":"""",""activationEnabled"":false,""activationId"":"""",""deactivationEnabled"":false,""deactivationId"":"""",""isPassive"":false,""isUnlocked"":false,""marketplaceAbilityAlias"":"""",""signatureActivationDescription"":"""",""signatureDeactivationDescription"":"""",""signatureDescription"":""Defenders with this ability will receive dominant bull rush wins when their pass rush points are full."",""signatureLogoId"":1324,""signatureTitle"":""El Toro"",""startActivated"":false,""unlockRequirement"":""""}},{""isEmpty"":false,""locked"":false,""ovrThreshold"":85,""signatureAbility"":{""abilityGUID"":"""",""activationEnabled"":false,""activationId"":"""",""deactivationEnabled"":false,""deactivationId"":"""",""isPassive"":false,""isUnlocked"":false,""marketplaceAbilityAlias"":"""",""signatureActivationDescription"":"""",""signatureDeactivationDescription"":"""",""signatureDescription"":""Defenders with this ability use faster run shed moves for a better chance at shedding blocks against inside zone plays."",""signatureLogoId"":1248,""signatureTitle"":""Inside Stuff"",""startActivated"":false,""unlockRequirement"":""""}}]"
84,25,72,57,44,0,22,9,1994,73,12,17,30,500000,500000,0,29,38,62,0,"Houston",50,0,1,500000,1,4,1,0,0,0,0,0,0,14,49,0,0,1673,0,0,63,"Cameron",2,0,77,0,80,42,"Beaumont",74,0,86,97,61,true,false,false,false,90,39,89,15,15,10,0,"Malveaux",14,0,33,45,45,45,1,80,6,1,57,65,65,9231,0,"LE",75,0,13055,28,0,73,0,0,20,2015,553911819,6,10,17,45,45,45,13,11,1,99,0,26,80,31,75,37,77,0,76,1010302976,61,6,6,21,6,0,6,28,10,0,74,33,265,0,4,41,"553911819","49ers",
